route_id,direction,order,stop_name,time_to_next,direction_name
270,2,78,南港機廠,2,往中華科技大學
270,2,79,捷運南港站,2,往中華科技大學
270,2,80,台北生技園區,1,往中華科技大學
270,2,81,國家文官學院,1,往中華科技大學
270,2,82,誠正國中,1,往中華科技大學
270,2,83,南港水廠,1,往中華科技大學
270,2,84,圓拱橋,1,往中華科技大學
270,2,85,中研新村,1,往中華科技大學
270,2,86,中研院,1,往中華科技大學
270,2,87,胡適公園,2,往中華科技大學
270,2,88,九如里一,1,往中華科技大學
270,2,89,凌雲五村,1,往中華科技大學
270,2,90,九如里二,1,往中華科技大學
270,2,91,凌雲站,1,往中華科技大學
270,2,92,中華科技大學（正門）,1,往中華科技大學
270,2,93,中華科技大學,1,往中華科技大學
,,,,,
270區,1,1,中華科技大學（正門）,0,往聯合報
270區,1,2,中華科技大學,0,往聯合報
270區,1,3,軍人公墓,1,往聯合報
270區,1,4,凌雲站,1,往聯合報
270區,1,5,九如里二,0,往聯合報
270區,1,6,凌雲五村,1,往聯合報
270區,1,7,九如里一,1,往聯合報
270區,1,8,胡適公園,2,往聯合報
270區,1,9,中研院,1,往聯合報
270區,1,10,中研新村,1,往聯合報
270區,1,11,圓拱橋,1,往聯合報
270區,1,12,南港水廠,1,往聯合報
270區,1,13,誠正國中,1,往聯合報
270區,1,14,國家文官學院,2,往聯合報
270區,1,15,台北生技園區,0,往聯合報
270區,1,16,捷運南港站,2,往聯合報
270區,1,17,南港機廠,2,往聯合報
270區,1,18,捷運昆陽站,1,往聯合報
270區,1,19,陸軍後勤指揮部,2,往聯合報
270區,1,20,國華新村,1,往聯合報
270區,1,21,聯合醫院忠孝院區,1,往聯合報
270區,1,22,捷運後山埤站（忠孝）,1,往聯合報
270區,1,23,春光公園,2,往聯合報
270區,1,24,永春里（忠孝）,1,往聯合報
270區,1,25,捷運永春站（忠孝）,1,往聯合報
270區,1,26,市立工農,2,往聯合報
270區,1,27,消防局（忠孝）,1,往聯合報
270區,1,28,捷運市政府站,1,往聯合報
270區,1,29,聯合報,2,往聯合報
270區,2,30,捷運市政府站,11,往中華科技大學
270區,2,31,市立工農,1,往中華科技大學
270區,2,32,捷運永春站（忠孝）,1,往中華科技大學
270區,2,33,永春里（忠孝）,1,往中華科技大學
270區,2,34,春光公園,2,往中華科技大學
270區,2,35,捷運後山埤站（忠孝）,1,往中華科技大學
270區,2,36,聯合醫院忠孝院區,2,往中華科技大學
270區,2,37,國華新村,1,往中華科技大學
270區,2,38,陸軍後勤指揮部,1,往中華科技大學
270區,2,39,捷運昆陽站,0,往中華科技大學
270區,2,40,南港機廠,2,往中華科技大學
270區,2,41,捷運南港站,1,往中華科技大學
270區,2,42,台北生技園區,1,往中華科技大學
270區,2,43,國家文官學院,2,往中華科技大學
270區,2,44,誠正國中,1,往中華科技大學
270區,2,45,南港水廠,1,往中華科技大學
270區,2,46,圓拱橋,1,往中華科技大學
270區,2,47,中研新村,1,往中華科技大學
270區,2,48,中研院,2,往中華科技大學
270區,2,49,胡適公園,0,往中華科技大學
270區,2,50,九如里一,1,往中華科技大學
270區,2,51,凌雲五村,1,往中華科技大學
270區,2,52,九如里二,1,往中華科技大學
270區,2,53,凌雲站,1,往中華科技大學
270區,2,54,中華科技大學（正門）,1,往中華科技大學
270區,2,55,中華科技大學,1,往中華科技大學
,,,,,
277,1,1,松德站,0,往榮總
277,1,2,國稅局宿舍,1,往榮總
277,1,3,松山商職（信義）,1,往榮總
277,1,4,永春公寓,2,往榮總
277,1,5,捷運永春站（松山）,1,往榮總
277,1,6,雙永國小,1,往榮總
277,1,7,永吉松山路口,1,往榮總
277,1,8,國民住宅,2,往榮總
277,1,9,興雅國小,1,往榮總
277,1,10,東興路,2,往榮總
277,1,11,東興路一,2,往榮總
277,1,12,南京公寓（捷運南京三民）,1,往榮總
277,1,13,南京三民路口,1,往榮總
277,1,14,南京寧安街口,2,往榮總
277,1,15,臺北小巨蛋,3,往榮總
277,1,16,長庚醫院,1,往榮總
277,1,17,民生敦化路口,3,往榮總
277,1,18,民生復興路口,1,往榮總
277,1,19,臺北大學（臺北校區）,1,往榮總
277,1,20,合江街口 ,2,往榮總
277,1,21,民生松江路口,1,往榮總
277,1,22,民權松江路口,2,往榮總
277,1,23,民權吉林路口,1,往榮總
277,1,24,捷運中山國小站,1,往榮總
277,1,25,大同公司（晴光市場）,2,往榮總
277,1,26,大同大學,1,往榮總
277,1,27,臺北市立美術館,2,往榮總
277,1,28,劍潭,3,往榮總
277,1,29,捷運劍潭站（北藝中心）,2,往榮總
277,1,30,小北街,3,往榮總
277,1,31,士林,4,往榮總
277,1,32,捷運芝山站一,2,往榮總
277,1,33,捷運芝山站（戲曲中心）,1,往榮總
277,1,34,一正高中,1,往榮總
277,1,35,文林國小,1,往榮總
277,1,36,石牌,1,往榮總
277,1,37,石牌路,3,往榮總
277,1,38,石牌國小,1,往榮總
277,1,39,綜合市場（捷運石牌站）,2,往榮總
277,1,40,永明派出所,1,往榮總
277,1,41,榮總,1,往榮總
277,2,42,榮總一,5,往松德站
277,2,43,榮總,1,往松德站
277,2,44,永明派出所,1,往松德站
277,2,45,綜合市場（捷運石牌站）,1,往松德站
277,2,46,石牌國小,1,往松德站
277,2,47,石牌路,1,往松德站
277,2,48,石牌,1,往松德站
277,2,49,文林國小,1,往松德站
277,2,50,一正高中,1,往松德站
277,2,51,捷運芝山站（戲曲中心）,1,往松德站
277,2,52,捷運芝山站一,2,往松德站
277,2,53,士林,2,往松德站
277,2,54,捷運士林站（中正）,1,往松德站
277,2,55,捷運士林站（中山）,1,往松德站
277,2,56,台電台北北區營業區,1,往松德站
277,2,57,銘傳大學,1,往松德站
277,2,58,捷運劍潭站（中山）,1,往松德站
277,2,59,劍潭,2,往松德站
277,2,60,民族東路口,3,往松德站
277,2,61,稻江護校,1,往松德站
277,2,62,中山國小（新生）,1,往松德站
277,2,63,民權吉林路口,2,往松德站
277,2,64,捷運行天宮站（松江路）,3,往松德站
277,2,65,民生松江路口,1,往松德站
277,2,66,合江街口 ,1,往松德站
277,2,67,臺北大學（臺北校區）,2,往松德站
277,2,68,民生復興路口,1,往松德站
277,2,69,民生敦化路口,1,往松德站
277,2,70,長春敦化路口,2,往松德站
277,2,71,臺北小巨蛋,1,往松德站
277,2,72,南京寧安街口,2,往松德站
277,2,73,南京三民路口,2,往松德站
277,2,74,南京公寓（捷運南京三民）,2,往松德站
277,2,75,東興路一,1,往松德站
277,2,76,東興路,1,往松德站
277,2,77,興雅國小,4,往松德站
277,2,78,國民住宅,1,往松德站
277,2,79,永吉松山路口,1,往松德站
277,2,80,雙永國小,1,往松德站
277,2,81,永春公寓,2,往松德站
277,2,82,松山商職（松山）,2,往松德站
277,2,83,國業里 ,1,往松德站
277,2,84,國稅局宿舍,1,往松德站
277,2,85,松德站,1,往松德站
,,,,,
299,2,1,永春高中,0,往新莊
299,2,2,松山商職（松山）,0,往新莊
299,2,3,永春公寓,2,往新莊
299,2,4,捷運永春站（松山）,1,往新莊
299,2,5,雙永國小,0,往新莊
299,2,6,永吉松山路口,2,往新莊
299,2,7,國民住宅,1,往新莊
299,2,8,松隆路口,2,往新莊
299,2,9,松山高中（松隆）,1,往新莊
299,2,10,聯合報,4,往新莊
299,2,11,捷運國父紀念館站（忠孝）,2,往新莊
299,2,12,交通部觀光署,1,往新莊
299,2,13,阿波羅大廈,1,往新莊
299,2,14,捷運忠孝敦化站,2,往新莊
299,2,15,頂好市場,1,往新莊
299,2,16,捷運忠孝復興站,2,往新莊
299,2,17,正義郵局,1,往新莊
299,2,18,臺北科技大學（忠孝）,2,往新莊
299,2,19,忠孝國小,2,往新莊
299,2,20,華山文創園區,1,往新莊
299,2,21,捷運善導寺站,1,往新莊
299,2,22,臺北車站（忠孝）,4,往新莊
299,2,23,新北大道中華路口,8,往新莊
299,2,24,新北大道重光街口,4,往新莊
299,2,25,化成新北大道路口,2,往新莊
299,2,26,頭前庄,1,往新莊
299,2,27,善導庵,1,往新莊
299,2,28,頭前國小,1,往新莊
299,2,29,頭前里,1,往新莊
299,2,30,化成路口,1,往新莊
299,2,31,幸福東路,1,往新莊
299,2,32,幸福思源路口,2,往新莊
299,2,33,幸福新城,1,往新莊
299,2,34,幸福中華路口,1,往新莊
299,2,35,正邦社區,1,往新莊
299,2,36,中華路,1,往新莊
299,2,37,財元廣場,1,往新莊
299,2,38,新莊田徑場（中和里） ,2,往新莊
299,2,39,新莊體育場（立功里）,1,往新莊
299,2,40,新莊棒球場（立功里立德里）,1,往新莊
299,2,41,新泰國中南站,1,往新莊
299,2,42,材試所,1,往新莊
299,2,43,新泰中正路口,1,往新莊
299,2,44,海山里,2,往新莊
299,2,45,盲人重建院,2,往新莊
299,2,46,捷運輔大站（建國一路）,3,往新莊
299,2,47,建國一路,1,往新莊
299,2,48,建國後港路口,1,往新莊
299,2,49,建國二路口,1,往新莊
299,2,50,新樹民安路口（新泰醫院）,1,往新莊
299,2,51,西盛,1,往新莊
299,2,52,東方之星,1,往新莊
299,2,53,西盛館,1,往新莊
299,2,54,家麒新天地,1,往新莊
299,2,55,正豐,1,往新莊
299,2,56,大安變電所（大安路）,2,往新莊
299,2,57,三重客運新莊站,1,往新莊
299,1,58,三重客運新莊站,13,往永春高中
299,1,59,大安變電所（大安路）,0,往永春高中
299,1,60,正豐,1,往永春高中
299,1,61,西盛一,1,往永春高中
299,1,62,家麒新天地,1,往永春高中
299,1,63,西盛館,1,往永春高中
299,1,64,東方之星,1,往永春高中
299,1,65,西盛,1,往永春高中
299,1,66,新樹民安路口（新泰醫院）,1,往永春高中
299,1,67,建國二路口,2,往永春高中
299,1,68,建國後港路口,1,往永春高中
299,1,69,建國一路,1,往永春高中
299,1,70,捷運輔大站（建國一路）,0,往永春高中
299,1,71,捷運輔大站,2,往永春高中
299,1,72,盲人重建院,1,往永春高中
299,1,73,海山里,2,往永春高中
299,1,74,新泰中正路口,1,往永春高中
299,1,75,材試所,1,往永春高中
299,1,76,新泰國中南站,1,往永春高中
299,1,77,新莊棒球場（立功里立德里）,1,往永春高中
299,1,78,新莊體育場（立功里）,1,往永春高中
299,1,79,新莊田徑場（中和里） ,1,往永春高中
299,1,80,財元廣場,1,往永春高中
299,1,81,中華路,1,往永春高中
299,1,82,正邦社區,1,往永春高中
299,1,83,幸福中華路口,1,往永春高中
299,1,84,幸福新城,1,往永春高中
299,1,85,幸福思源路口,1,往永春高中
299,1,86,幸福東路,1,往永春高中
299,1,87,化成路口,1,往永春高中
299,1,88,頭前里,1,往永春高中
299,1,89,頭前國小,1,往永春高中
299,1,90,善導庵,1,往永春高中
299,1,91,頭前庄,2,往永春高中
299,1,92,新北大道化成路口,1,往永春高中
299,1,93,新北大道中興路口,2,往永春高中
299,1,94,新北大道中華路口,3,往永春高中
299,1,95,臺北車站（忠孝）,10,往永春高中
299,1,96,捷運善導寺站,1,往永春高中
299,1,97,華山文創園區,1,往永春高中
299,1,98,忠孝國小,1,往永春高中
299,1,99,臺北科技大學（忠孝）,1,往永春高中
299,1,100,正義郵局,1,往永春高中
299,1,101,懷生國中,2,往永春高中
299,1,102,頂好市場,1,往永春高中
299,1,103,捷運忠孝敦化站,1,往永春高中
299,1,104,阿波羅大廈,2,往永春高中
299,1,105,交通部觀光署,1,往永春高中
299,1,106,捷運國父紀念館站（忠孝）,1,往永春高中
299,1,107,聯合報,2,往永春高中
299,1,108,松山高中（松隆）,1,往永春高中
299,1,109,松隆路口,2,往永春高中
299,1,110,興雅國小,1,往永春高中
299,1,111,國民住宅,1,往永春高中
299,1,112,永吉松山路口,1,往永春高中
299,1,113,雙永國小,1,往永春高中
299,1,114,永春公寓,1,往永春高中
299,1,115,松山商職（松山）,1,往永春高中
299,1,116,永春高中,1,往永春高中
,,,,,
307,1,1,臺北客運板橋前站（藝文）,0,往撫遠街
307,1,2,新月橋,0,往撫遠街
307,1,3,新月一街,1,往撫遠街
307,1,4,板橋國中（435藝文特區）,1,往撫遠街
307,1,5,港尾,2,往撫遠街
307,1,6,港尾福德宮,1,往撫遠街
307,1,7,大庭新村,1,往撫遠街
307,1,8,社后,1,往撫遠街
307,1,9,板橋戶政事務所,2,往撫遠街
307,1,10,北門街（黃石市場）,1,往撫遠街
307,1,11,捷運府中站（府中路）,1,往撫遠街
307,1,12,萬坪公園,1,往撫遠街
307,1,13,新北板橋公車站,1,往撫遠街
307,1,14,新北市政府（新府路）,2,往撫遠街
307,1,15,深丘里（板橋放送所）,1,往撫遠街
307,1,16,民族區運路口,1,往撫遠街
307,1,17,電信訓練所,2,往撫遠街
307,1,18,國泰街口,1,往撫遠街
307,1,19,環球購物中心,1,往撫遠街
307,1,20,板橋監理站,1,往撫遠街
307,1,21,積穗,1,往撫遠街
307,1,22,積穗派出所,1,往撫遠街
307,1,23,員山公園,1,往撫遠街
307,1,24,積穗國中,1,往撫遠街
307,1,25,員山派出所,1,往撫遠街
307,1,26,中和高中（員山路）,1,往撫遠街
307,1,27,連城路,1,往撫遠街
307,1,28,連城中正路口,1,往撫遠街
307,1,29,台貿一村,2,往撫遠街
307,1,30,中和國稅局,1,往撫遠街
307,1,31,捷運中和站,3,往撫遠街
307,1,32,華中橋,0,往撫遠街
307,1,33,果菜市場,4,往撫遠街
307,1,34,萬大國小,1,往撫遠街
307,1,35,德昌街口,1,往撫遠街
307,1,36,西藏路口,1,往撫遠街
307,1,37,萬大路,1,往撫遠街
307,1,38,莒光派出所,1,往撫遠街
307,1,39,大埔街,1,往撫遠街
307,1,40,聯合醫院和平院區,1,往撫遠街
307,1,41,捷運西門站,2,往撫遠街
307,1,42,中華路北站,1,往撫遠街
307,1,43,臺北車站（忠孝）,1,往撫遠街
307,1,44,行政院,2,往撫遠街
307,1,45,青島林森路口,1,往撫遠街
307,1,46,北平林森路口,1,往撫遠街
307,1,47,華山公園,1,往撫遠街
307,1,48,林森北路一,1,往撫遠街
307,1,49,南京吉林路口,1,往撫遠街
307,1,50,捷運松江南京站,2,往撫遠街
307,1,51,南京建國路口,1,往撫遠街
307,1,52,南京龍江路口,1,往撫遠街
307,1,53,捷運南京復興站,2,往撫遠街
307,1,54,南京敦化路口（小巨蛋）,1,往撫遠街
307,1,55,南京寧安街口,1,往撫遠街
307,1,56,南京三民路口,1,往撫遠街
307,1,57,南京公寓（捷運南京三民）,1,往撫遠街
307,1,58,南松山（南京）,2,往撫遠街
307,1,59,南松山（塔悠）,1,往撫遠街
307,1,60,發電所（西松高中）,1,往撫遠街
307,1,61,新東里,2,往撫遠街
307,1,62,民生國中,1,往撫遠街
307,1,63,新益里,0,往撫遠街
307,1,64,莊敬里,2,往撫遠街
307,2,65,莊敬里,3,往板橋
307,2,66,新益里,1,往板橋
307,2,67,民生國中,1,往板橋
307,2,68,新東里,2,往板橋
307,2,69,發電所（西松高中）,1,往板橋
307,2,70,南松山（塔悠）,1,往板橋
307,2,71,南松山（南京）,1,往板橋
307,2,72,南京公寓（捷運南京三民）,2,往板橋
307,2,73,南京三民路口,2,往板橋
307,2,74,南京寧安街口,2,往板橋
307,2,75,南京敦化路口（小巨蛋）,2,往板橋
307,2,76,捷運南京復興站,2,往板橋
307,2,77,南京龍江路口,2,往板橋
307,2,78,南京建國路口,1,往板橋
307,2,79,捷運松江南京站,1,往板橋
307,2,80,南京吉林路口,1,往板橋
307,2,81,南京林森路口,2,往板橋
307,2,82,中山市場,2,往板橋
307,2,83,行政院,3,往板橋
307,2,84,臺北車站（忠孝）,1,往板橋
307,2,85,中華路北站,4,往板橋
307,2,86,捷運西門站,1,往板橋
307,2,87,小南門,3,往板橋
307,2,88,聯合醫院和平院區,1,往板橋
307,2,89,大埔街,2,往板橋
307,2,90,莒光派出所,1,往板橋
307,2,91,萬大路,1,往板橋
307,2,92,西藏路口,1,往板橋
307,2,93,德昌街口,1,往板橋
307,2,94,萬大國小,1,往板橋
307,2,95,果菜市場,2,往板橋
307,2,96,華中橋,5,往板橋
307,2,97,捷運中和站,1,往板橋
307,2,98,中和國稅局,2,往板橋
307,2,99,台貿一村,1,往板橋
307,2,100,連城中正路口,3,往板橋
307,2,101,連城路,1,往板橋
307,2,102,中和高中（員山路）,1,往板橋
307,2,103,員山派出所,1,往板橋
307,2,104,積穗國中,1,往板橋
307,2,105,員山公園,2,往板橋
307,2,106,積穗,1,往板橋
307,2,107,板橋監理站,1,往板橋
307,2,108,環球購物中心,2,往板橋
307,2,109,國泰街口,2,往板橋
307,2,110,電信訓練所,1,往板橋
307,2,111,民族區運路口,1,往板橋
307,2,112,深丘里（板橋放送所）,0,往板橋
307,2,113,新北市政府（新府路）,2,往板橋
307,2,114,新北板橋公車站,1,往板橋
307,2,115,萬坪公園,2,往板橋
307,2,116,北門街（黃石市場）,3,往板橋
307,2,117,板橋戶政事務所,1,往板橋
307,2,118,社后,1,往板橋
307,2,119,大庭新村,2,往板橋
307,2,120,港尾福德宮,1,往板橋
307,2,121,港尾,1,往板橋
307,2,122,板橋國中（435藝文特區）,1,往板橋
307,2,123,名來新城（中正路）,1,往板橋
307,2,124,臺北客運板橋前站（藝文）,1,往板橋
,,,,,
656,1,1,四海站,0,往捷運台大醫院站
656,1,2,少年觀護所,0,往捷運台大醫院站
656,1,3,清化里,1,往捷運台大醫院站
656,1,4,宏國德霖科技大學,1,往捷運台大醫院站
656,1,5,清和里,1,往捷運台大醫院站
656,1,6,檳榔科,1,往捷運台大醫院站
656,1,7,清水派出所,1,往捷運台大醫院站
656,1,8,清水,1,往捷運台大醫院站
656,1,9,臺灣新北地方法院（青雲）,1,往捷運台大醫院站
656,1,10,土城看守所,1,往捷運台大醫院站
656,1,11,廣福里,1,往捷運台大醫院站
656,1,12,廣福國小,1,往捷運台大醫院站
656,1,13,新北高工（裕民）,2,往捷運台大醫院站
656,1,14,裕民路,1,往捷運台大醫院站
656,1,15,捷運海山站,1,往捷運台大醫院站
656,1,16,中央路,1,往捷運台大醫院站
656,1,17,中央一站,0,往捷運台大醫院站
656,1,18,南雅站,1,往捷運台大醫院站
656,1,19,亞東科技大學,1,往捷運台大醫院站
656,1,20,豫章工商,2,往捷運台大醫院站
656,1,21,仁愛新村,0,往捷運台大醫院站
656,1,22,福星里,1,往捷運台大醫院站
656,1,23,鄉雲里,1,往捷運台大醫院站
656,1,24,後站商圈,1,往捷運台大醫院站
656,1,25,介壽公園,1,往捷運台大醫院站
656,1,26,萬坪公園,1,往捷運台大醫院站
656,1,27,板橋車站（文化路）,1,往捷運台大醫院站
656,1,28,中山國中,1,往捷運台大醫院站
656,1,29,致理科技大學,1,往捷運台大醫院站
656,1,30,捷運新埔站（文化路）,1,往捷運台大醫院站
656,1,31,新北市議會,1,往捷運台大醫院站
656,1,32,江翠國中,1,往捷運台大醫院站
656,1,33,捷運江子翠站,1,往捷運台大醫院站
656,1,34,華江橋,1,往捷運台大醫院站
656,1,35,中國時報,5,往捷運台大醫院站
656,1,36,捷運龍山寺站,1,往捷運台大醫院站
656,1,37,龍山國中,1,往捷運台大醫院站
656,1,38,小南門,1,往捷運台大醫院站
656,1,39,捷運西門站,2,往捷運台大醫院站
656,1,40,寶慶路,1,往捷運台大醫院站
656,1,41,博愛路,1,往捷運台大醫院站
656,1,42,重慶南路一段,1,往捷運台大醫院站
656,1,43,博物館（襄陽）,1,往捷運台大醫院站
656,1,44,捷運台大醫院站,2,往捷運台大醫院站
656,2,45,一女中（貴陽）,1,往宏國德霖科技大學
656,2,46,東吳大學城中校區,1,往宏國德霖科技大學
656,2,47,小南門,1,往宏國德霖科技大學
656,2,48,龍山國中,1,往宏國德霖科技大學
656,2,49,捷運龍山寺站,1,往宏國德霖科技大學
656,2,50,中國時報,1,往宏國德霖科技大學
656,2,51,華江橋,5,往宏國德霖科技大學
656,2,52,江翠國小（文化路）,1,往宏國德霖科技大學
656,2,53,捷運江子翠站,1,往宏國德霖科技大學
656,2,54,江翠國中,1,往宏國德霖科技大學
656,2,55,捷運新埔站（文化路）,1,往宏國德霖科技大學
656,2,56,致理科技大學,1,往宏國德霖科技大學
656,2,57,中山國中,1,往宏國德霖科技大學
656,2,58,板橋車站（文化路）,1,往宏國德霖科技大學
656,2,59,萬坪公園,1,往宏國德霖科技大學
656,2,60,板橋外站,1,往宏國德霖科技大學
656,2,61,後站商圈,1,往宏國德霖科技大學
656,2,62,鄉雲里,1,往宏國德霖科技大學
656,2,63,福星里,1,往宏國德霖科技大學
656,2,64,仁愛新村,1,往宏國德霖科技大學
656,2,65,豫章工商,2,往宏國德霖科技大學
656,2,66,亞東科技大學,1,往宏國德霖科技大學
656,2,67,南雅站,1,往宏國德霖科技大學
656,2,68,中央路,0,往宏國德霖科技大學
656,2,69,捷運海山站,1,往宏國德霖科技大學
656,2,70,裕民路,1,往宏國德霖科技大學
656,2,71,新北高工（裕民）,1,往宏國德霖科技大學
656,2,72,廣福國小,2,往宏國德霖科技大學
656,2,73,廣福里,1,往宏國德霖科技大學
656,2,74,土城看守所,1,往宏國德霖科技大學
656,2,75,臺灣新北地方法院（青雲）,1,往宏國德霖科技大學
656,2,76,清水,1,往宏國德霖科技大學
656,2,77,清水派出所,1,往宏國德霖科技大學
656,2,78,檳榔科,1,往宏國德霖科技大學
656,2,79,清和里,2,往宏國德霖科技大學
656,2,80,宏國德霖科技大學,1,往宏國德霖科技大學
656,2,81,清化里,1,往宏國德霖科技大學
656,2,82,少年觀護所,0,往宏國德霖科技大學
656,2,83,四海站,1,往宏國德霖科技大學
,,,,,
南京幹線（原棕9）,1,1,南港高工（重陽）,0,往圓環
南京幹線（原棕9）,1,2,育成高中,1,往圓環
南京幹線（原棕9）,1,3,三重里,1,往圓環
南京幹線（原棕9）,1,4,園區街,1,往圓環
南京幹線（原棕9）,1,5,南港軟體園區北站,1,往圓環
南京幹線（原棕9）,1,6,捷運東湖站（南湖高中）,3,往圓環
南京幹線（原棕9）,1,7,明湖國中,1,往圓環
南京幹線（原棕9）,1,8,明湖國小（公共電視台）,1,往圓環
南京幹線（原棕9）,1,9,捷運葫洲站（康寧大學）,1,往圓環
南京幹線（原棕9）,1,10,金湖路口,2,往圓環
南京幹線（原棕9）,1,11,衛勤訓練中心,1,往圓環
南京幹線（原棕9）,1,12,紫雲里,1,往圓環
南京幹線（原棕9）,1,13,美國在臺協會,1,往圓環
南京幹線（原棕9）,1,14,康寧派出所,1,往圓環
南京幹線（原棕9）,1,15,清白里,1,往圓環
南京幹線（原棕9）,1,16,捷運內湖站,1,往圓環
南京幹線（原棕9）,1,17,湖光市場,1,往圓環
南京幹線（原棕9）,1,18,成功路三段,2,往圓環
南京幹線（原棕9）,1,19,方濟中學,2,往圓環
南京幹線（原棕9）,1,20,將軍嶺,1,往圓環
南京幹線（原棕9）,1,21,國防醫學中心,1,往圓環
南京幹線（原棕9）,1,22,湖興,0,往圓環
南京幹線（原棕9）,1,23,上灣仔,1,往圓環
南京幹線（原棕9）,1,24,南京金莊路口,3,往圓環
南京幹線（原棕9）,1,25,潭美公園,1,往圓環
南京幹線（原棕9）,1,26,南京舊宗路口,3,往圓環
南京幹線（原棕9）,1,27,麥帥一橋,1,往圓環
南京幹線（原棕9）,1,28,南京公寓（捷運南京三民,3,往圓環
南京幹線（原棕9）,1,29,南京三民路口,3,往圓環
南京幹線（原棕9）,1,30,南京寧安街口,2,往圓環
南京幹線（原棕9）,1,31,南京敦化路口（小巨蛋）,2,往圓環
南京幹線（原棕9）,1,32,捷運南京復興站,2,往圓環
南京幹線（原棕9）,1,33,南京龍江路口,1,往圓環
南京幹線（原棕9）,1,34,南京建國路口,1,往圓環
南京幹線（原棕9）,1,35,捷運松江南京站,2,往圓環
南京幹線（原棕9）,1,36,南京吉林路口,1,往圓環
南京幹線（原棕9）,1,37,南京林森路口,2,往圓環
南京幹線（原棕9）,1,38,捷運中山站（志仁高中）,3,往圓環
南京幹線（原棕9）,1,39,後車站,1,往圓環
南京幹線（原棕9）,2,40,圓環（重慶）,1,往南港高工
南京幹線（原棕9）,2,41,圓環（南京）,1,往南港高工
南京幹線（原棕9）,2,42,捷運中山站（志仁高中）,1,往南港高工
南京幹線（原棕9）,2,43,南京林森路口,3,往南港高工
南京幹線（原棕9）,2,44,南京吉林路口,2,往南港高工
南京幹線（原棕9）,2,45,捷運松江南京站,1,往南港高工
南京幹線（原棕9）,2,46,南京建國路口,2,往南港高工
南京幹線（原棕9）,2,47,南京龍江路口,1,往南港高工
南京幹線（原棕9）,2,48,捷運南京復興站,2,往南港高工
南京幹線（原棕9）,2,49,南京敦化路口（小巨蛋）,1,往南港高工
南京幹線（原棕9）,2,50,南京寧安街口,3,往南港高工
南京幹線（原棕9）,2,51,南京三民路口,2,往南港高工
南京幹線（原棕9）,2,52,南京公寓（捷運南京三民,3,往南港高工
南京幹線（原棕9）,2,53,麥帥一橋,3,往南港高工
南京幹線（原棕9）,2,54,南京舊宗路口,1,往南港高工
南京幹線（原棕9）,2,55,潭美公園,2,往南港高工
南京幹線（原棕9）,2,56,上灣仔,2,往南港高工
南京幹線（原棕9）,2,57,湖興,1,往南港高工
南京幹線（原棕9）,2,58,國防醫學中心,1,往南港高工
南京幹線（原棕9）,2,59,將軍嶺,1,往南港高工
南京幹線（原棕9）,2,60,方濟中學,1,往南港高工
南京幹線（原棕9）,2,61,成功路三段,2,往南港高工
南京幹線（原棕9）,2,62,湖光市場,0,往南港高工
南京幹線（原棕9）,2,63,捷運內湖站,1,往南港高工
南京幹線（原棕9）,2,64,清白里,1,往南港高工
南京幹線（原棕9）,2,65,康寧派出所,1,往南港高工
南京幹線（原棕9）,2,66,美國在臺協會,1,往南港高工
南京幹線（原棕9）,2,67,紫雲里,1,往南港高工
南京幹線（原棕9）,2,68,衛勤訓練中心,2,往南港高工
南京幹線（原棕9）,2,69,金湖路口,1,往南港高工
南京幹線（原棕9）,2,70,捷運葫洲站（康寧大學）,0,往南港高工
南京幹線（原棕9）,2,71,明湖國小（公共電視台）,2,往南港高工
南京幹線（原棕9）,2,72,明湖國中,1,往南港高工
南京幹線（原棕9）,2,73,捷運東湖站（南湖高中）,1,往南港高工
南京幹線（原棕9）,2,74,南港軟體園區北站,2,往南港高工
南京幹線（原棕9）,2,75,園區街,1,往南港高工
南京幹線（原棕9）,2,76,三重里,1,往南港高工